unit_code,title,year,credit_points,faculty,subclass,school,campuses,teaching_periods,prerequisites,corequisites,prohibitions,synopsis
MTH3330,Optimisation and operations research,2026,6,IT,Unit,Faculty of Science,Clayton; Malaysia,First semester,,,,"This unit introduces some of the fundamental concepts and algorithms of mathematical optimisation. Optimisation underpins many parts of both data analytics (machine learning) and business analytics (management science/operations research). The concepts and approaches taught in this unit will be illustrated using examples from both types of analytics, such as training ML models and planning models arising in supply chain optimisation. The unit provides an introduction to the mathematics of continuous optimisation with focus on iterative gradient descent methods, linear programming and network optimisation. It covers both the underpinning theory, such as convergence analysis and duality, and the practical implementation of optimisation algorithms."
MTH3340,Numerical methods for partial differential equations,2026,6,IT,Unit,Faculty of Science,Clayton,Second semester,,,,"Partial differential equations are ubiquitous in many domains of sciences and industry, as they model phenomena with spatial and temporal variations. Most of these models are too complex to be exactly solved, and numerical methods are the only way to gather quantitative behaviour on the solutions. This unit covers the design, analysis and implementation of numerical methods for partial differential equations. Topics covered can include finite difference methods, finite element methods, finite volume methods, error analysis, elliptic equations, parabolic equations, implementation in dynamic languages (such as Python or Julia). The focus will be on the design of the methods, their mathematical analysis, and their implementation and numerical testing."
MTH3360,Fluid dynamics,2026,6,IT,Unit,Faculty of Science,Clayton,First semester,(MTH2015;ENG2005;MTH2010)&(MTH2032;MTH2040),,,The continuum hypothesis; notion of a fluid particle; pathlines and streamlines. Eulerian and Lagrangian frameworks; the material derivative. Conservation of mass; incompressibility; streamfunctions. Forces acting on a fluid; the stress tensor; conservation of momentum; the constitutive relation; the incompressible Navier-Stokes equations. Boundary conditions. Exact solutions of Navier-Stokes equations. Non-dimensionalization and dimensional analysis; Reynolds number. Low Reynolds number flows. Vorticity; circulation; Helmholtz' vorticity equation; properties of vorticity; Kelvin's circulation theorem. Lubrication theory. Inviscid flows; potential flows. Boundary layer equations and flows.
MTH3401,Special topics in mathematics 1,2026,6,IT,Unit,Faculty of Science,Clayton,First semester,,,,"Advanced studies by lectures or reading project in an area of mathematics, statistics or related discipline, or a comparable project under the supervision of a member of academic staff in the School of Mathematics."
MTH3402,Special topics in mathematics 2,2026,6,IT,Unit,Faculty of Science,Clayton,Second semester,,,,"Advanced studies by lectures or reading project in an area of mathematics, statistics or related discipline, or a comparable project under the supervision of a member of academic staff in the School of Mathematics."
MTH4015,Partial differential equations,2026,6,IT,Unit,Faculty of Science,Clayton,First semester,,,,"This unit covers various analytic methods for partial differential equations.
Explicit solution methods include separation of variables, Fourier series and transforms, fundamental solutions, and more. These methods will be explored for linear and nonlinear equations of elliptic, parabolic, or hyperbolic types.
Abstract analysis techniques will also be covered for some of these partial differential equations, with an emphasis on establishing well-posedness for both stationary and time-dependent partial differential equations, and introducing basic concepts in functional analysis."
MTH4020, Complex analysis and integral transforms,2026,6,IT,Unit,Faculty of Science,Clayton,Second semester,,,,Complex numbers and functions; domains and curves in the complex plane; differentiation; integration; Cauchy's integral theorem and its consequences; Taylor and Laurent series; Laplace and Fourier transforms; complex inversion formula; branch points and branch cuts; applications to initial value problems.
MTH4060,Advanced ordinary differential equations,2026,6,IT,Unit,Faculty of Science,Clayton,Second semester,,,,"This unit examines two particular classes of ordinary differential equations: dynamical systems and boundary-value problems. The investigation of boundary-value problems considers series methods, Greens functions, Sturm-Liouville eigenvalues problems and orthogonal polynomials. The second topic of dynamical systems considers analytical and numerical methods for planar autonomous systems, classification of critical points using eigenvalues and eigenvectors and perturbation methods for periodic and nearly periodic motion. Programming skills are developed in the context of the analytic and numerical investigation of advanced ordinary differential equations using MATLAB."
MTH4089,Computational statistical inference,2026,6,IT,Unit,Faculty of Science,Clayton,First semester,,,,"Computational statistical inference merges statistics with computational mathematics stochastic computation, computational linear algebra, and optimization to fully exploit the power of ever-increasing data sets, sophisticated mathematical models, and cutting-edge computer architectures. Driven by applied problems in finance, biology, geophysics, and data analytics, this unit aims to provide an integrated view of computational statistical inference and introduce advanced computational methods used in this emerging field.
This unit covers both practical algorithms and theoretical foundations of statistical inference, with cases studies on a selection of application problems. The main topics are parameter estimation and Bayesian inference, missing data problems and expectation maximisation, advanced Monte Carlo methods including importance sampling and Markov chain Monte Carlo, approximate Bayesian computation, linear and nonlinear filtering methods, classification, Gaussian processes, and kernel methods."
MTH4099,Measure theory,2026,6,IT,Unit,Faculty of Science,,,,,,"Measure theory is one of the few theories which permeates all core mathematical domains (pure, applied and statistics). We develop Lebesgue integration and probability theory from the core elements of measure theory. The initial background will be kept to a minimum. In particular, it is only required knowledge of real analysis and elementary probability theory (prior knowledge of functional analysis is not required, but it is definitely encouraged). On the other hand, the topics covered in this course will be fundamental for the understanding of advanced courses (differential geometry, advanced analysis, partial differential equations), as described above.
The unit will cover such pure topics as: semi-rings, algebras, and sigma-algebras of sets, measures, outer measures, the Lebesgue and Borel measures, construction of Vitali sets, measurable and integrable functions, the Lebesgue integral and the fundamental theorems, the Lebesgue spaces, iterated measures and the Fubini theorem, modes of convergence, signed measures, decomposition of measures and the Radon-Nikodym theorem, approximation results for the Lebesgue measure.
The unit will also cover topics which are essential for probability theory: such as Borel-Cantelli Lemma, independence, Kolmogorov 0-1 law, exponential bounds, conditional expectation, martingales."
MTH4100,Mathematics research studies,2026,24,IT,Unit,Faculty of Science,Clayton,Full year; Second semester to First semester,,,,"Completion of a 'project and research skills' component along with one lecture topic chosen from the fourth-year offerings as approved by the coordinator. A list of the fourth-year lecture and project topics is available at enrolment. The 'project and research skills' component can take one of two forms:

A major research project, in which you are expected to contribute new results to the field of mathematics;
A reading project, in which you complete your mathematical background, along with a series of modules to develop research skills.

Both types of projects contain a literature review component."
MTH4110,Differential geometry,2026,6,IT,Unit,Faculty of Science,Clayton,First semester,,,,"This unit will explore the metric structure of curves and surfaces, primarily in 3-dimensional Euclidean space. The major focus is on the various concepts of curvature and related notions, and the relationships between them. Curvature and torsion of a curve. First and second fundamental forms of a surface. Geodesic and normal curvatures of a curve on a surface. Gaussian, mean and principal curvatures of a surface. Important theorems relating these concepts. Links will be drawn with many other areas of mathematics, including real and complex analysis, linear algebra, differential equations, and general relativity"
MTH4111,Differential geometry,2026,6,IT,Unit,Faculty of Science,,,,,,"Manifolds are topological spaces that are locally homeomorphic to Euclidean space. A differentiable structure on a manifold makes it possible to generalize many concepts from calculus in Euclidean spaces to manifolds. This is a course on differentiable manifolds and related basic concepts, which are the common ground for differential geometry, differential topology, and geometric analysis.Foundational topics covered in the unit include: Smooth manifolds and coordinate systems, submanifolds, tangent and cotangent bundles, tensor bundles, tensor fields, Lie derivatives and tensor derivations.This unit will also cover advanced topics and applications such as: degree theory, de Rham cohomology, symplectic geometry  and classical mechanics, Riemmanian geometry, comparison geometry, Lie groups and homogeneous spaces."
MTH4113,Low-dimensional topology,2026,6,IT,Unit,Faculty of Science,,,,,,"The study of low-dimensional topology is the study of spaces of dimensions 2, 3, and 4, including the study of surfaces and their symmetries, knots and links, and structures on 3 and 4-manifolds. It has applications to mathematical fields such as geometry and dynamics; it also has modern applications to fields such as microbiology, physics, and computing. The unit will cover core concepts in low-dimensional topology such as surfaces and the mapping class group, descriptions of 3-manifolds by Heegaard splittings and Dehn fillings, cobordism in 4-dimensions. Additional topics may include prime and torus decompositions of 3-manifolds, knot and link invariants, contact and symplectic structures on manifolds, foliations, 3-manifold geometries, and applications to mathematical physics."
MTH4115,Algebraic topology,2026,6,IT,Unit,Faculty of Science,,,,,,"This unit develops the main tools from algebra that are used to study and distinguish spaces. These tools are used in a variety of fields, from mathematics to theoretical physics to computer science. Algebraic topology relates to concrete problems, and sophisticated tools will be presented to tackle such problems. The core topics covered in the unit include the fundamental group and covering spaces, and homology. Cohomology and/or homotopy theory will also be studied."
MTH4118,Dynamical systems,2026,6,IT,Unit,Faculty of Science,,,,,,"The field of dynamical systems uses tools from topology and geometry to study systems that change over time and their long-term behaviour. It has applications in physics, chemistry, biology, computer science and economics. This unit will cover fundamental results in dynamical systems and introduce classical examples, stable and unstable manifold theory, uniform hyperbolicity, and other geometric tools. It will also cover basic techniques for numerically analysing dynamical systems."
MTH4123,Partial differential equations,2026,6,IT,Unit,Faculty of Science,,,,,,"Partial differential equations are ubiquitous in the modelling of physical phenomena. This topic will introduce the modern theory of partial differential equations of different types, in particular, the existence of solutions in an appropriate space. Fourier analysis, one of the most powerful tools of modern analysis, will also be covered. The following topics are covered in the unit: Sobolev spaces theory (weak derivatives, continuous and compact embeddings, trace theorem); elliptic equations (weak solutions, Lax-Milgram theorem); Parabolic equation (existence, maximal principle); Hyperbolic and dispersive equations (well-posedness)."
MTH4130,Topology: The mathematics of shape,2026,6,IT,Unit,Faculty of Science,Clayton,First semester,,,,"From point-set topology to manifolds: sets, topological spaces, basis of topology, and properties of spaces such as compact, connected, and Hausdorff. Maps between spaces and their properties, including continuity, homeomorphism, and homotopy.
Constructing spaces via subspace, product, identification, and delta complexes. Manifolds. Additional topics from algebraic and low-dimensional topology may include fundamental group and Seifert-van Kampen theorem, classification of surfaces, and topics in knot theory. Throughout, examples of spaces will include Euclidean spaces, surfaces (real projective plane, Klein bottle, Mobius strip), complexes, function spaces, and others."
MTH4141,Computational group theory,2026,6,IT,Unit,Faculty of Science,,,,,,"Groups are abstract mathematical objects capturing the concept of symmetry, and therefore are ubiquitous in many mathematical disciplines and other fields of science, such as physics, chemistry, and computer science. This unit is an advanced course on group theory and computational methods, using the computer algebra system GAP. This unit will cover a selection of topics from the following list. Abstract groups: solvable groups, nilpotent groups, groups of prime power order, group extensions and cohomology; Permutation groups: orbit stabiliser algorithm, bases and strong generating sets, membership tests; Group presentations: abelian invariants, Todd-Coxeter algorithm, quotient algorithms; Polycyclic Groups: polycyclic series and generating sets, polycyclic presentations, computing group cohomology; GAP: learn how to use the computer algebra system GAP to compute with groups."
MTH4143,Representation theory,2026,6,IT,Unit,Faculty of Science,,,,,,"Representation theory combines the notions of symmetry and linearity, both of which are ubiquitous in mathematics. Initially, it utilised and unified ideas from group theory and linear algebra; however, it has progressed far beyond these humble beginnings. Representation theory is now known to have deep connections to other areas of mathematics and profound applications to the sciences and engineering. The unit starts by developing the theory of representations of finite groups over the complex numbers, with an emphasis on characters and symmetric groups. This theory forms the basis for the study of more advanced topics, such as the following examples: applications to abstract group theory; representation-theoretic algorithms; random walks on groups; representations of Lie algebras; Schur-Weyl duality."
MTH4150,Algebra 2: Rings and fields,2026,6,IT,Unit,Faculty of Science,Clayton,Second semester,,,,"Rings, fields, ideals, number fields and algebraic extension fields. Coding theory applications of finite fields. Gaussian integers, Hamilton's quaternions. Euclidean Algorithm in rings."
MTH4151,Advanced graph theory,2026,6,IT,Unit,Faculty of Science,,,,,,"Networks are ubiquitous and fundamental in the modern world, whether they are computer networks, transport networks, food webs, polymer chains, social networks and so on. Graph theory is the mathematics of networks. Familiarity with the basic notions and terminology will be assumed and built on to give an advanced understanding of a number of topics chosen from the following list: random graph theory, probabilistic method, extremal graph theory, Ramsey theory, advanced algorithms, combinatorial optimisation, geometric graph theory, topological graph theory, structural graph theory, algebraic graph theory, graph colouring, matroid theory."
MTH4153,Combinatorics,2026,6,IT,Unit,Faculty of Science,,,,,,"Combinatorics is the study of arrangements and combinations of discrete objects. Combinatorial problems arise in many areas of pure mathematics, (e.g. algebra, probability, topology, and geometry), and in many applied areas as well (e.g. communications, operations research, experiment design, genetics, statistical physics etc). This unit will cover a selection of topics from the following list: combinatorial enumeration, ordinary and exponential generating functions, asymptotic enumeration, counting via matrix functions or group actions, the principle of inclusion-exclusion, Mobius inversion, permutations, partitions, compositions, combinatorial designs, Latin squares, Steiner triple systems, block designs, Hadamard matrices, finite geometries, algebraic combinatorics, strongly regular graphs, symmetric functions, Young tableaux, additive combinatorics and combinatorial geometry."
MTH4160,"Metric spaces, Banach spaces, Hilbert spaces",2026,6,IT,Unit,Faculty of Science,Clayton,Second semester,,,,"In this unit, we develop the theory of metric spaces, Banach spaces and Hilbert spaces. These are the foundations that support the models of modern physics, including general relativity, quantum mechanics, and optimisation; and are also essential for understanding stochastic phenomena, signal processing and data compression, Fourier analysis, differential equations, and numerical analysis. Topics covered include a basic introduction to metric spaces, topology in metric and Banach spaces, dual spaces, continuous linear mappings between Banach spaces, weak convergence and weak compactness in separable Banach spaces, Hilbert spaces and the Riesz representation theorem. Applications of these theories may include the contraction mapping theorem and its usage to prove the Cauchy-Lipschitz theorem (existence and uniqueness of solution to ordinary differential equations)."
MTH4170,Network mathematics,2026,6,IT,Unit,Faculty of Science,Clayton,Second semester,,,,"This unit provides an introduction to graph theory, which is the mathematics of networks. Topics covered include trees, Eulerian tours, Hamiltonian cycles, shortest path problem, bipartite graphs, matchings, graph colouring, max-flow problem, graph connectivity, independent sets, planarity, random graphs. Applications to a variety of the sciences will be presented. You will learn how to write proofs and analyse algorithms."
MTH4200,Advanced studies in mathematics,2026,24,IT,Unit,Faculty of Science,Clayton,Full year; Second semester to First semester,,,,"MTH4200 is a level four unit in the Honours Program of the Bachelor of Science course. The unit comprises six approved lecture topics which you can choose from those offered in the Honours Handbook of the School of Mathematics. These provide advanced instruction in mathematical and statistical techniques, and support for students wishing to develop a career in research."
MTH4230,Time series and random processes in linear systems,2026,6,IT,Unit,Faculty of Science,Clayton,Second semester,,,,"Multivariate distributions. Estimation: maximum of likelihood and method of moments. Confidence intervals. Analysis in the time domain: stationary models, autocorrelation, partial autocorrelation. ARMA and ARIMA models. Analysis in the frequency domain (Spectral analysis): spectrum, periodigram, linear and digital filters, cross-correlations and cross-spectrum, spectral estimators, confidence interval for the spectral density. State-space models. Kalman filter. Empirical Orthogonal Functions and other Eigen Methods. Use of ITSM."
MTH4240,Mixing of finite Markov Chains,2026,6,IT,Unit,Faculty of Science,,,,,,"The classical theory of Markov chains focusses on the large-time asymptotics of chains defined on a fixed set of states. More recently, motivated by applications to combinatorics, computer science and statistical physics, emphasis has shifted to asymptotics as the number of states becomes large. This unit focusses on this more modern theory, in which the central question is how the rate of mixing of a class of Markov chains behaves as the number of states increases.
Topics to be covered include: Mixing time; Coupling; Random walks on groups; Path coupling; Markov chain Monte Carlo; Metropolis and Glauber processes; Randomised algorithms and fpras; Spectral methods and relaxation time; the cutoff phenomenon."
MTH4241,Random processes in the sciences and engineering,2026,6,IT,Unit,Faculty of Science,Clayton,First semester,,,,"This unit introduces the methods of stochastic processes and statistics used in the analysis of biological data, physics, economics and engineering. At the completion of the unit you will understand the application of classical techniques, such as Poisson processes, Markov chains, hidden Markov chains, random walks, martingale theory, birth and death processes, and branching processes in the analysis of DNA sequences, population genetics, dynamics of populations, telecommunications and economic analysis."
MTH4251,Financial mathematics,2026,6,IT,Unit,Faculty of Science,Clayton,First semester; Second semester,,,,"You will use the concept of random variables and their uses as models of uncertain future payoffs. An important concept for analysis is the conditional expectation. Special attention is given to normal distribution and multivariate normal distribution, in which explicit calculations are possible. Systems evolving in time encorporating uncertainty are modelled as stochastic (random) processes. Examples of such in discrete time are Random Walk and Martingales. As an application we look at the Risk model in insurance and obtain the bound on Ruin probability. Models in continuous time are based on Brownian motion. Stochastic analysis uses the novel concepts of Ito integral and Ito's formula. Applications in finance include the Black-Scholes model and the Ornstein-Uhlenbeck process. Simple stochastic differential equations are introduced. Another application to interest rates is Vasicek's stochastic differential equation. A new mathematical technique Change of probability measure is introduced. Girsanov theorem gives the change of measure for Brownian motion and related processes. To manage financial risks the Fundamental theorems of Asset pricing are stated and applied to various models, such as the . Binomial and Black-Scholes models. Important concepts of arbitrage, replicating portfolios are used for pricing and hedging options and other financial contracts."
MTH4260,Statistics of stochastic processes,2026,6,IT,Unit,Faculty of Science,Clayton,Second semester,,,,"Many practical experiments involve repeated measurements made over a period of time, where the individuals or systems being observed are evolving during the study period. Examples of this kind of data arise in signal processing, financial modelling and mathematical biology. For experiments of this kind, standard statistical methods that assume data points are independent and identically distributed (iid) are of limited value, due to dependencies among measurements. This unit will introduce statistical methods for such processes.
Topics: Review of fundamental statistics: their distributions, properties and limitations; Stochastic processes: Markov, ARMA, Stationary and diffusion processes; Likelihood models, Graphical models, Bayesian models; Decision theory, Likelihood ratio tests, Bayesian model comparison; Sufficient statistics, Maximum likelihood estimation, Bayesian estimation; Exponential families; Convergence of random variables and measures; Properties of estimators: bias, consistency, efficiency; Laws of large numbers and ergodic theorems, Central limit theorems; Statistics for stationary processes; Statistics for ARMA processes; Statistics for diffusion processes"
MTH4311,Methods of applied mathematics,2026,6,IT,Unit,Faculty of Science,,,,,,"This unit covers the key principles to approximate and understand solutions of linear, weakly nonlinear, and strongly nonlinear equations by asymptotic analysis and dynamical systems theory. The main topics are: local analysis of linear ODEs, including irregular singular points and asymptotic series; asymptotic expansion of integrals, including stationary phase and steepest descent; introduction to regular/singular perturbation series; matched asymptotic expansion; multiple scale analysis, WKB theory; dynamical systems theory, including bifurcation, stability, and an introduction to chaos."
MTH4320,Computational linear algebra,2026,6,IT,Unit,Faculty of Science,Clayton,First semester,,,,"The overall aim of this unit is to study the numerical methods for matrix computations that lie at the core of a wide variety of large-scale computations and innovations in the sciences, engineering, technology and data science. You will receive an introduction to the mathematical theory of numerical methods for linear algebra (with derivations of the methods and some proofs). This will broadly include methods for solving linear systems of equations, least-squares problems, eigenvalue problems, and other matrix decompositions. Special attention will be paid to conditioning and stability, dense versus sparse problems, and direct versus iterative solution techniques. You will learn to implement the computational methods efficiently, and will learn how to thoroughly test their implementations for accuracy and performance. You will work on realistic matrix models for applications in a variety of fields. Applications may include, for example: computation of electrostatic potentials and heat conduction problems; eigenvalue problems for electronic structure calculation; ranking algorithms for webpages; algorithms for movie recommendation, classification of handwritten digits, and document clustering; and principal component analysis in data science."
MTH4323,Advanced numerical analysis of partial differential equations,2026,6,IT,Unit,Faculty of Science,,,,,,"This unit introduces the numerical approximation of partial differential equations (PDEs), with a focus on both the mathematical foundations and the practical usages of these notions. Topics covered include weak formulations of partial differential equations in primal and mixed form; abstract saddle-point problems; conforming and non-conforming finite element methods; finite volume methods; mixed finite element methods; stability and convergence analysis; implementation of computational schemes."
MTH4330,Optimisation and operations research,2026,6,IT,Unit,Faculty of Science,Clayton,First semester,,,,"This unit introduces some of the fundamental concepts and algorithms of mathematical optimisation. Optimisation underpins many parts of both data analytics (machine learning) and business analytics (management science/operations research). The concepts and approaches taught in this unit will be illustrated using examples from both types of analytics, such as training ML models and planning models arising in supply chain optimisation. The unit provides an introduction to the mathematics of continuous optimisation with focus on iterative gradient descent methods, linear programming and network optimisation. It covers both the underpinning theory, such as convergence analysis and duality, and the practical implementation of optimisation algorithms"
MTH4331,Nonlinear optimisation,2026,6,IT,Unit,Faculty of Science,,,,,,"This unit covers the theory of nonlinear optimisation, numerical methods for solving unconstrained and constrained nonlinear optimisation problems, and the mathematical theory of why these methods work. Their behaviour is explored in programming exercises using Matlab.
Topics covered include convexity, necessary and sufficient optimality conditions, gradient descent, Newtons method, globalised Newton, inexact Newton, quasi Newton, trust-region Newton, projected gradient descent, Newton-Lagrange iteration, penalty methods, and SQP methods."
MTH4333,Discrete optimisation,2026,6,IT,Unit,Faculty of Science,,,,,,"This unit provides an introduction to optimisation over discrete domains using integer programming and combinatorial methods. Discrete optimisation is frequently used to model decision problems in business and industry. This unit covers some of the mathematical tools required to solve these types of problems in practice. Building on linear programming, the unit will cover dynamic programming, branch-and-bound, polyhedral analysis, decomposition methods and an introduction to heuristic search for combinatorial optimisation problems."
MTH4340,Numerical methods for partial differential equations,2026,6,IT,Unit,Faculty of Science,Clayton,Second semester,,,,"Partial differential equations are ubiquitous in many domains of sciences and industry, as they model phenomena with spatial and temporal variations. Most of these models are too complex to be exactly solved, and numerical methods are the only way to gather quantitative behaviour on the solutions. This unit covers the design, analysis and implementation of numerical methods for partial differential equations. Topics covered can include finite difference methods, finite element methods, finite volume methods, error analysis, elliptic equations, parabolic equations, implementation in dynamic languages (such as Python or Julia). The focus will be on the design of the methods, their mathematical analysis, and their implementation and numerical testing."
MTH4341,Fluid dynamics and turbulence,2026,6,IT,Unit,Faculty of Science,,,,,,"This unit is an introduction to hydrodynamic stability theory that concerns the stability and instability of fluid flows. You will be introduced to the theoretical methods required to understand how instabilities develop and how the flow transitions from a laminar to a turbulent state. Instability concepts will be applied to a range of flow systems with applications in biology, geophysics and aerodynamics.
Topics covered include: concepts of linear stability theory; temporal/spatial instabilities; Kelvin-Helmholtz instabilities; capillary instabilities; Rayleigh-Benard instabilities; centrifugal instabilities; inviscid and viscous shear flow instabilities in channels, pipes, cylinders and boundary layers; stability of parallel flows including Rayleigh's equation and inflexion point criteria, Fjortoft's theorem, Squire's theorem and the Orr-Sommerfeld equations; weakly nonlinear theory; coherent turbulent structures."
MTH4343,Magnetohydrodynamics and visualisation of scientific data,2026,6,IT,Unit,Faculty of Science,,,,,,"This unit briefly discusses plasma physics, covering single particle motion and kinetic plasma theory, and then introduces the fluid description to derive the equations of magnetohydrodynamics (MHD). It then explores basic MHD, including ideal and dissipative MHD, magnetic hydrostatics, and MHD waves. A detailed spectral theory of MHD waves is developed. Applications will be made to solar structures and observations.
Stability and dynamics of solar features from the photosphere to corona will be analysed/simulated. These studies will be accompanied by the state-of-art visualisation techniques such as Python VTK, Mayavi and Paraview. Algorithms and ODE/PDE solvers to allow for Interactive MHD Visualisation will be an essential part of our tasks."
MTH4351,Mathematical biology,2026,6,IT,Unit,Faculty of Science,,,,,,"This unit is an introduction to some of the most important mathematical concepts in theoretical biology. The coursework for this unit will be entirely mathematical and assumes no prior expertise in biology. The course also includes a significant project whereby you will be paired with students enrolled in M6030 (Master of Biotechnology) to investigate a real biological question in an interdisciplinary setting.
The aim of the course is to introduce both mathematical methods and biological applications and to generate a realisation of the potential of mathematics in biological research. The lectures will be organised by application (population, chemical, physiological, etc) but will focus on mathematical analysis and the insights that they generate.
Whilst 'mathematical biology' has the potential to cover a wide range of activities, we will focus on phenomenological models of continuous, discrete or stochastic natures as opposed to data-driven areas of mathematics such as computational mathematics, statistics, data science, machine learning, etc."
MTH4360,Fluid dynamics,2026,6,IT,Unit,Faculty of Science,Clayton,First semester,,,,The continuum hypothesis; notion of a fluid particle; pathlines and streamlines. Eulerian and Lagrangian frameworks; the material derivative. Conservation of mass; incompressibility; streamfunctions. Forces acting on a fluid; the stress tensor; conservation of momentum; the constitutive relation; the incompressible Navier-Stokes equations. Boundary conditions. Exact solutions of Navier-Stokes equations. Non-dimensionalization and dimensional analysis; Reynolds number. Low Reynolds number flows. Vorticity; circulation; Helmholtz' vorticity equation; properties of vorticity; Kelvin's circulation theorem. Lubrication theory. Inviscid flows; potential flows. Boundary layer equations and flows.
MTH5000,Mathematics master project,2026,24,IT,Unit,Faculty of Science,Clayton,Second semester; Full year; First semester; Second semester to First semester,,,,"The master project, which can be academic or industrial, is the capstone unit of the degree. It involves individual work, under supervisor's guidance, on an open topic. To conduct this project, you have to draw on the knowledge assimilated in other units, and possibly to develop additional skills in a few relevant areas. A substantial report has to be produced, and the main outcomes are presented in the form of a seminar."
MTH5010,Special topics in advanced mathematics 1,2026,6,IT,Unit,Faculty of Science,Clayton,Summer semester B; Second semester; First semester,,,,"This unit enables you to work on specifically-designed mathematical content, not otherwise covered in the other units offered in the masters of the School of Mathematics. This work can be individual or in small groups, and could, for example, correspond to supervised reading based on books/articles, or to more regular coursework based, for example, on subjects offered in the AMSI Summer School or ACE units."
MTH5020,Special topics in advanced mathematics 2,2026,6,IT,Unit,Faculty of Science,Clayton,Second semester; First semester,,,,"This unit enables you to work on specifically-designed mathematical content, not otherwise covered in the other units offered in the masters of the School of Mathematics. This work can be individual or in small groups, and could, for example, correspond to supervised reading based on books/articles, or to more regular coursework based, for example, on subjects offered in the AMSI Summer School or ACE units."
MTH5099,Measure theory,2026,6,IT,Unit,Faculty of Science,Clayton,First semester,,,,"Measure theory is one of the few theories which permeates all core mathematical domains (pure, applied and statistics). We develop Lebesgue integration and probability theory from the core elements of measure theory. The initial background will be kept to a minimum. In particular, it is only required knowledge of real analysis and elementary probability theory (prior knowledge of functional analysis is not required, but it is definitely encouraged). On the other hand, the topics covered in this course will be fundamental for the understanding of advanced courses (differential geometry, advanced analysis, partial differential equations), as described above.
The unit will cover such pure topics as: semi-rings, algebras, and sigma-algebras of sets, measures, outer measures, the Lebesgue and Borel measures, construction of Vitali sets, construction of non-Borel Lebesgue measurable sets, measurable and integrable functions, the Lebesgue integral and the fundamental theorems, change of variables formula in Euclidean space, the Lebesgue spaces, iterated measures and the Fubini theorem, modes of convergence, signed measures, decomposition of measures and the Radon-Nikodym theorem, approximation results for the Lebesgue measure, Hausdorff measure and dimension, Haar measures, ergodic measures.
The unit will also cover topics which are essential for probability theory: such as Borel-Cantelli Lemma, independence, Kolmogorov 0-1 law, exponential bounds, conditional expectation, martingales."
MTH5111,Differential geometry,2026,6,IT,Unit,Faculty of Science,Clayton,Second semester,,,,"Manifolds are topological spaces that are locally homeomorphic to Euclidean space. A differentiable structure on a manifold makes it possible to generalize many concepts from calculus in Euclidean spaces to manifolds. This is a course on differentiable manifolds and related basic concepts, which are the common ground for differential geometry, differential topology, and geometric analysis.Foundational topics covered in the unit include: Smooth manifolds and coordinate systems, submanifolds, tangent and cotangent bundles, tensor bundles, tensor fields, Lie derivatives and tensor derivations.This unit will also cover advanced topics and applications such as: degree theory, de Rham cohomology, symplectic geometry  and classical mechanics, Riemmanian geometry, comparison geometry, Lie groups and homogeneous spaces."
MTH5113,Low-dimensional topology,2026,6,IT,Unit,Faculty of Science,Clayton,Second semester,,,,"The study of low-dimensional topology is the study of spaces of dimensions 2, 3, and 4, including the study of surfaces and their symmetries, knots and links, and structures on 3 and 4-manifolds. It has applications to mathematical fields such as geometry and dynamics; it also has modern applications to fields such as microbiology, physics, and computing. The unit will cover core concepts in low-dimensional topology such as surfaces and the mapping class group, descriptions of 3-manifolds by Heegaard splittings and Dehn fillings, cobordism in 4-dimensions. Additional topics may include prime and torus decompositions of 3-manifolds, knot and link invariants, contact and symplectic structures on manifolds, foliations, 3-manifold geometries, and applications to mathematical physics."
MTH5115,Algebraic topology,2026,6,IT,Unit,Faculty of Science,,,,,,"This unit develops the main tools from algebra that are used to study and distinguish spaces. These tools are used in a variety of fields, from mathematics to theoretical physics to computer science. Algebraic topology relates to concrete problems, and sophisticated tools will be presented to tackle such problems. The core topics covered in the unit include the fundamental group and covering spaces, and homology. Cohomology and/or homotopy theory will also be studied."
MTH5118,Dynamical systems,2026,6,IT,Unit,Faculty of Science,Clayton,Second semester,,,,"The field of dynamical systems uses tools from topology and geometry to study systems that change over time and their long-term behaviour. It has applications in physics, chemistry, biology, computer science and economics. This unit will cover fundamental results in dynamical systems and introduce classical examples, stable and unstable manifold theory, uniform hyperbolicity, and other geometric tools. It will also cover basic techniques for numerically analysing dynamical systems."
MTH5123,Partial differential equations,2026,6,IT,Unit,Faculty of Science,,,,,,"Partial Differential Equations are ubiquitous in the modelling of physical phenomena. This topic will introduce the modern theory of partial differential equations of different types, in particular the existence of solutions in an appropriate space. Fourier analysis, one of the most powerful tools of modern analysis, will also be covered. The following topics are covered in the unit: Sobolev spaces theory (weak derivatives, continuous and compact embeddings, trace theorem); elliptic equations (weak solutions, Lax-Milgram theorem); Parabolic equation (existence, maximal principle); Hyperbolic and dispersive equations (well-posedness)."
